gene_name,H9_WT_B1,H9_WT_B2,H9_KO_UGP2_B1,H9_KO_UGP2_B2,H9_KI_B1,H9_KI_B2,NSC_WT_B1,NSC_WT_B2,NSC_KO_UGP2_B1,NSC_KO_UGP2_B2,NSC_KI_B1,NSC_KI_B2
HGF,5,7,12,10,0,0,0,8,3,37,8,3
ZRANB1,1735,1650,1783,1957,1645,1622,2040,2419,2388,2783,2803,2285
NCDN,3283,3871,2830,3762,3453,3746,1491,1943,2099,1859,1958,1805
ADGRA2,140,165,125,94,221,213,4640,4400,6857,4831,5143,5477
CCT8L1P,1,0,0,0,2,1,0,1,1,0,0,0
ZFP64,1274,1187,1418,1361,1428,1343,1082,1093,1345,1173,951,766
MNAT1,1268,1201,1329,1138,1723,1453,1473,1654,1183,1165,1365,1315
SAMD4A,206,287,206,112,225,570,2692,3211,5165,3658,2566,2030
RUNX3,35,54,34,19,52,35,110,56,51,25,322,327
MRE11,2262,2372,2273,2133,2120,2413,1074,1453,1175,1816,1511,1017
PLEKHB1,442,385,485,459,439,357,645,704,124,394,2361,1947
SERPINB1,467,551,682,336,732,702,1364,1431,297,283,1244,1401
CYP3A43,7,16,12,4,10,9,2,7,14,13,26,6
SLC7A9,10,11,11,11,10,6,4,11,8,28,15,21
SPAST,1937,1855,1719,2003,1700,1730,1242,1715,1312,1473,1563,1373
NRXN3,181,159,130,218,141,125,101,149,293,204,69,92
OSBPL5,530,488,576,483,764,675,1360,1909,1625,1393,1406,1580
AQR,6166,6691,6414,6648,6663,6450,3137,4250,3325,4490,4116,3312
CPS1,1515,1519,1383,1288,1835,2198,1140,1755,1314,2541,2206,1853
C8B,0,0,0,0,0,0,0,0,0,0,0,0
FHL1,1599,1517,2274,1846,997,1029,4268,3906,10428,11849,13005,7102
RTF2,2568,2703,2461,2482,2775,2557,3319,4352,3088,3225,3709,3811
GABRA1,26,21,61,14,18,13,3,0,0,0,0,0
NLRP2,343,860,846,1270,1504,869,346,539,576,794,511,531
SLC45A4,1430,1733,1288,1436,1233,1323,785,946,1207,1589,885,738
RNF10,6083,5939,7092,6799,8587,6758,6994,6146,5729,7587,6575,6202
ZNF839,644,695,781,754,712,697,562,711,732,853,784,754
ZDHHC6,1799,1835,1395,1988,2109,1916,1241,1476,1537,1485,1928,1481
GRAMD1B,934,1076,1052,878,1028,1109,1203,1464,582,1193,3312,2278
RB1CC1,4182,3693,3569,3880,4129,4034,3905,4466,3105,3854,4193,3755
ERP44,2098,2063,2023,2049,2388,2137,4179,4451,4600,5608,3967,4093
ALAS1,2133,2098,1935,2068,2408,2336,2943,2949,2811,2209,2541,2573
BIRC3,12,14,30,11,8,6,126,214,35,32,86,45
AKAP11,1919,1990,2193,2205,1365,1820,3901,4990,3564,2774,4531,3871
GLRX2,226,231,247,252,291,225,320,330,464,357,206,198
SNAPC1,637,565,787,670,787,820,1100,1062,788,600,901,738
DERA,740,678,1013,722,799,745,1637,1774,1208,1526,1586,1505
STRAP,12387,11993,12760,14026,15081,11993,9509,10516,12410,11617,9070,8240
ABCC2,42,27,25,40,60,21,38,20,68,78,81,61
DEF6,273,278,301,196,372,324,361,599,118,122,536,556
PLEKHO1,1771,1662,1752,1944,2250,1816,1221,1911,2534,3055,2071,1665
GCLM,1041,1091,876,1192,918,1117,1307,1071,1402,813,748,642
UBR2,1961,1989,1607,1768,1456,1536,2406,2828,2187,2357,2950,2541
EHD2,507,537,605,325,619,679,5518,7642,2744,553,2403,4267
DEPDC1,2291,2331,2680,2020,2421,2600,1684,2459,1848,2136,2096,1185
CCDC28A,373,339,339,362,437,420,497,488,303,443,513,392
RRAGD,794,679,768,606,636,540,170,132,114,273,436,318
HSF2,947,897,1122,1076,1087,1005,987,1177,1142,1718,1559,1151
PHF20,3588,3492,3734,3403,3502,3653,2125,2640,2418,2442,2592,2088
HSD17B6,98,128,138,173,111,126,23,12,27,20,23,29
NR1H3,414,459,427,492,567,426,135,266,176,300,360,432
TYMP,7,12,16,16,12,13,80,64,26,21,42,54
NCAPH2,2364,2445,2095,2585,2768,2411,922,1493,1723,2509,1567,1448
TOMM34,2575,2652,2582,2514,2784,2583,2377,2852,2059,2261,2371,2170
SEC63,7155,7097,7702,7775,6382,7350,4643,5660,8860,7815,4783,3640
KPNA6,6577,6456,6244,6094,5696,6693,5853,6633,5523,4706,5858,5236
VIM,4155,4140,3919,2661,10940,11556,248512,289282,239450,136576,158224,163875
RTEL1-TNFRSF6B,226,308,221,310,342,262,511,414,631,545,723,662
FAS,62,91,51,90,110,69,1218,1125,567,506,650,566
RNASET2,332,343,542,383,445,376,570,781,584,677,847,784
CD44,423,374,439,481,492,440,9696,8432,6124,163,1725,2473
KCNG1,648,733,1034,534,699,738,849,363,3615,630,402,356
AGPAT4,1892,1444,1818,1425,1701,1651,1683,1971,2081,2924,2221,1838
SLAMF7,5,0,0,3,2,8,13,9,4,1,7,4
BTN3A1,196,182,256,145,146,172,926,1012,423,478,1144,1039
MIPEP,1070,1017,1119,1108,1225,1065,532,592,607,631,463,464
PRKCH,315,299,511,343,289,352,193,108,111,124,355,355
INSRR,9,6,9,2,3,3,3,6,0,15,11,22
IFNGR1,1249,1254,1029,1356,1463,1430,1646,1547,1940,1644,1318,1211
B4GALT7,692,759,685,801,891,801,1392,1685,1392,1135,1293,1259
SH2D2A,179,171,269,170,169,167,27,17,18,27,14,25
VRK2,1228,1237,1215,1211,1226,1306,1137,1220,746,640,1058,900
TNFRSF1B,128,101,138,97,111,119,494,477,185,367,1669,1692
VEZT,2701,2584,2812,3056,2809,2768,5845,5879,3843,4015,4761,4430
POU2F2,483,503,467,410,511,625,2310,2457,1223,328,2222,2079
BRD9,2392,2448,2325,2650,2734,2580,2210,2706,2786,2696,2423,2277
SNX1,3566,3503,3182,3764,3988,3901,3887,4878,3544,4892,4954,4355
TBPL1,1852,1954,1646,1924,2208,2025,1091,1173,1118,1260,1071,898
ARNTL2,1080,1120,1049,1126,1208,1323,1578,1872,822,350,1812,1564
BCLAF1,14926,16198,15748,18661,15258,18808,8760,11912,11322,12653,8855,7211
SLC39A9,2156,2088,2077,1957,2074,2407,4096,3993,3348,2858,4237,4006
ANK1,327,350,577,233,396,384,126,109,45,153,342,342
IBSP,1,1,0,2,0,0,0,0,0,0,0,2
TFB1M,697,695,807,718,783,760,745,545,440,309,382,423
RABEP1,3443,3442,3754,3275,2750,3036,3205,4177,3909,4307,3922,3681
HMGB3,15091,14944,14775,16390,15733,15156,2975,5120,4676,8061,4985,3376
NUP160,9423,9486,8641,9711,8667,9709,2081,2609,2842,4562,2844,2122
BAK1,2583,2423,2078,2305,2968,2704,1758,2169,2485,1902,1460,1331
MUSK,1,0,0,5,2,4,0,0,3,7,1,4
IKZF2,92,113,162,142,74,105,412,600,279,533,687,607
GRN,4664,4781,4823,4456,4653,4604,7658,8385,6379,6841,8729,9055
FAM13B,1535,1748,1107,1890,1163,1475,1212,1552,1761,2425,1900,1418
ARHGAP31,263,333,350,213,330,572,2000,1562,2355,845,1461,1163
CENPQ,722,636,679,798,924,778,162,256,267,433,442,288
SARS1,5070,4768,5410,5307,5748,5127,10238,8426,15828,11671,5844,5836
RANBP3,3930,4661,3692,4235,4825,4385,2457,3243,3027,3788,2964,2707
ARID4A,646,641,654,766,547,699,1002,1198,702,1099,1651,1132
EIPR1,1091,1028,1121,1047,1211,1147,1180,1360,1074,1108,1063,1046
PNPLA6,1978,1793,2153,1841,2490,2071,2315,3207,1371,1349,3932,3512
IFT88,352,362,375,426,393,425,797,1000,787,1076,1092,951
ALG1,3548,3790,3579,3993,3840,3658,921,1034,1294,1132,1068,942
ZCCHC8,1724,1686,1650,1622,1590,1671,1417,1359,1917,2061,1546,1270
ABCF2,5017,5139,4104,5150,4348,4734,2984,3436,4257,3590,2744,2646
CHPF2,1040,1105,1172,1116,1231,1203,5385,5809,4214,3335,5253,6949
LRRC7,3,8,0,0,0,0,4,9,16,154,6,1
FUT8,1589,1685,1322,1718,1642,1778,2032,2048,1295,1061,2081,1845
UBA6,2993,3118,3045,2499,2546,3274,6876,5848,4593,3893,4806,4509
GAB2,332,355,505,305,335,375,557,1015,1224,1260,630,583
ATP6V0A1,1755,1933,1911,2039,1909,1703,3003,3368,3851,3602,3648,3317
PIAS1,2237,2019,1795,1680,1377,1443,2155,2268,1649,2633,2784,2046
SLC4A7,3905,3596,4823,3027,2231,2806,3961,3280,5336,2967,5588,3942
APBA2,252,507,332,299,310,459,419,560,501,865,649,489
MAP2K3,2013,1852,1746,1772,2404,2302,1207,1282,939,862,1053,1077
EFCAB1,5,4,7,8,19,5,26,29,13,121,29,35
TMSB10,14713,13818,15863,15622,18306,14640,50981,60780,55792,42591,39182,43116
ASTE1,345,423,347,438,483,420,290,345,268,420,394,428
RNF19A,599,550,494,411,424,637,2296,2118,1814,1684,2063,1883
PEX3,633,748,776,832,964,858,798,879,734,628,806,763
GABARAPL2,1504,1555,1494,1431,2066,1578,3271,3202,2049,2574,3261,3221
MYOC,0,0,0,1,0,0,0,0,0,0,0,0
SH3YL1,1012,1013,1217,846,1087,995,781,796,751,808,1321,1312
FAM136A,8029,8046,6329,8671,9586,8548,2348,2725,2317,2990,2733,2142
VCL,25092,24213,33583,26501,20631,23268,48894,58541,58997,53662,48092,49995
DEPDC1B,4253,4221,4060,4325,4474,4645,588,978,659,1742,1074,722
DAPK2,202,141,190,180,123,192,43,172,235,556,328,264
NSMAF,1544,1398,1568,1544,1627,1782,1821,2412,1666,1289,2722,2075
ADSS2,4877,4898,4741,4796,4994,4925,4595,5428,2738,2418,8692,7308
STAP1,0,0,0,0,0,0,0,0,0,0,1,1
TIMP2,2128,2056,2349,2118,1955,1806,16847,23898,16075,10826,13161,15168
RFC1,6340,6182,6256,6217,5855,6288,3114,3767,3604,4409,4302,3408
TBC1D23,1007,1069,1178,1143,1221,1114,2775,2664,1497,1241,2024,2111
CUL3,5390,5505,5011,5607,6708,5630,4329,5181,4882,5704,5312,4526
MYOM2,1,2,8,10,17,3,6,5,16,30,8,5
OTC,0,0,0,0,0,0,0,0,3,0,0,1
CYP46A1,66,97,105,114,82,104,74,132,258,521,180,117
ZZZ3,2360,2461,2778,2770,2514,2692,2520,2863,2436,2414,2519,2518
SLC18A1,0,0,2,3,0,1,0,1,4,8,3,6
USP2,332,358,323,261,350,289,285,372,186,139,366,362
CASR,9,9,33,12,1,0,0,1,0,1,0,0
TUBG2,519,554,428,541,528,518,706,908,778,862,1222,1038
RPL26L1,1210,1122,1171,1226,1468,1219,1254,1335,1045,1033,1045,987
FLT4,893,865,968,866,1166,848,409,388,491,966,447,246
NSUN2,8181,8309,7521,8543,9293,8785,3568,3811,5832,4905,3735,3221
FBXO42,1501,1319,1284,1426,1458,1388,1747,1889,1908,1783,1939,1833
MFAP3,845,978,969,768,766,1003,1671,1977,1764,1597,1495,1360
MRI1,840,870,914,668,865,894,868,1190,882,730,1152,1000
METTL1,1300,1196,888,1351,1481,1374,414,467,782,617,338,367
HOXC8,0,0,0,0,0,0,1,0,1,0,0,1
AGA,340,319,286,294,531,505,840,936,433,442,596,578
PI4K2B,889,879,945,1017,1159,847,975,1396,677,605,1001,628
BOD1L1,3509,3885,3911,4153,3610,3848,3997,4995,4254,4620,6083,4890
MAT2B,3036,3035,3160,3686,3064,2909,2699,3070,1980,3057,3320,2835
TLL1,25,26,22,75,33,29,6,22,2506,1618,9,6
EDC4,3607,3609,3356,3917,4267,3985,3011,3700,4008,3795,4211,3628
TRIO,3382,3271,3442,3857,2742,3662,12541,14134,23721,14503,11213,9338
VCAN,21581,21947,18528,25763,17144,20170,10575,20269,17167,26570,8355,8311
CLEC16A,1002,948,1025,996,1048,1026,1995,2422,1567,1810,2297,2389
MSR1,22,1,0,1,25,11,30,45,107,69,14,14
CDH1,6721,6715,8063,8532,4101,4267,52,75,83,94,47,67
MTREX,7628,7601,7141,6636,6967,7693,4096,4728,4169,4428,4128,4084
DNAH5,78,47,90,67,121,97,390,453,577,420,215,233
ZFYVE16,1111,1169,1582,1188,1003,1366,3354,3919,3537,5536,3877,3920
RIPOR1,297,224,432,143,470,352,4300,5420,5329,3329,3534,3179
C6,0,0,0,0,0,0,6,0,4,14,12,1
RAI14,8647,8820,8621,7536,9656,11116,16078,13524,14119,8686,14795,12042
SOX30,9,2,0,1,1,1,2,5,5,4,3,7
PNKP,1441,1614,1805,1709,1689,1670,722,1255,1344,1616,1607,1494
BEST2,49,51,71,26,38,22,0,10,7,4,15,0
PHLPP2,1485,1414,1552,1604,1205,1677,1567,2092,1460,1576,2078,1612
SPDL1,3344,3284,3057,3483,4071,4057,2565,4259,3962,2731,2626,2196
STAU2,3212,3123,3396,2553,2764,3080,2681,3253,1795,2840,3474,2941
SLC66A1,721,705,691,755,850,712,800,1009,1015,1106,979,934
CTNS,709,664,612,721,709,725,448,582,487,938,463,417
RTN4R,733,887,887,698,874,786,244,274,282,593,274,204
PHF23,3039,2882,2327,3213,2787,2662,1727,2632,2519,2677,2314,1778
CDH10,9,10,4,12,5,17,87,100,204,891,287,125
INPP4A,2185,2238,2236,1965,1544,2150,2071,2401,2340,2668,2286,1890
RAB27B,11,7,42,6,14,54,98,149,47,9,137,71
PSMA4,10049,9758,10210,10168,12022,10335,7474,7755,6567,7952,6316,5924
LSG1,4557,4221,3631,5116,3819,4623,1331,1703,2355,1997,1556,1288
PARP3,55,84,55,53,58,69,364,311,197,183,343,369
TNC,430,548,451,348,836,1264,59017,83713,64390,10507,78622,82271
THAP3,407,358,388,333,427,369,527,586,571,607,552,493
RIPOR3,96,145,122,87,126,159,56,78,11,107,52,68
TDP1,3234,3004,3012,3011,2998,3205,1434,1626,1375,1679,1480,1329
AIFM2,444,423,357,525,463,491,926,1281,438,272,337,403
C2orf83,11,14,8,15,14,10,7,14,18,14,18,4
SPATA7,237,265,269,256,309,238,435,490,293,486,461,428
MED17,1306,1242,1257,1693,1091,1288,1823,1792,2025,1834,1555,1573
RETSAT,686,670,764,657,965,924,2122,2306,1808,1758,2018,1959
CAPG,1120,918,1129,833,1463,1269,3155,4900,644,136,2987,3455
AP2S1,4285,4371,4198,4355,6420,5169,6430,6568,5597,4669,4778,4861
USH2A,8,5,85,0,5,56,2,3,3,25,7,2
ZPBP,0,0,0,0,0,0,1,0,0,1,0,0
TG,0,0,0,4,11,0,63,15,33,35,79,7
ADAM28,51,38,77,37,64,75,62,35,11,14,58,67
BARX2,3,6,6,6,1,9,7,24,17,19,15,5
DCUN1D1,2278,2404,2289,2219,1998,2587,1862,2122,1522,1529,2222,1865
JADE2,2444,2412,1514,2110,2028,2447,1040,1402,307,183,1505,1210
ZIC2,5997,6340,7727,7502,3543,3421,593,961,1539,4920,805,1030
LCP2,10,7,14,15,16,7,4,3,22,10,7,0
TRIT1,1323,1239,1508,1520,1471,1585,774,974,1224,1432,1046,855
ADRB1,1,3,2,2,3,3,27,18,10,13,15,10
GUCA2B,0,0,0,0,0,0,0,2,0,0,0,0
CUL7,1527,1417,1533,1420,1522,1440,4390,5852,3716,4960,6828,6749
CTNNA1,21191,21262,22017,21005,20739,20236,22503,25074,22284,26235,25828,20494
PHKA2,2072,1459,1883,2391,1666,1579,907,1143,775,1299,1708,1550
CNTLN,1234,1272,1251,1479,1177,1259,681,1143,668,1246,1298,945
EPHA3,18,28,35,22,16,25,1,32,66,652,14,19
HSPA5,44582,43588,33510,41671,48402,44121,43346,47719,115253,170122,35418,36254
DSG2,14108,14188,13142,13306,11743,14228,13287,14108,5021,1827,9673,8544
GEMIN8,466,470,462,398,556,453,408,491,424,651,637,529
OFD1,1196,1156,977,1526,1532,1276,740,910,717,1077,1215,1253
GPM6B,5258,4668,6142,5604,3816,4968,188,189,659,1361,589,557
MAGEC2,0,0,0,0,0,1,0,0,0,0,0,0
PREX2,4792,4541,5749,5174,3451,3910,45,46,447,1086,271,126
WDR37,729,778,694,670,637,602,1716,1812,1686,1167,1561,1589
YTHDC2,2630,2816,3019,2948,2408,2617,2068,2565,2438,2901,3368,2517
CTPS2,4626,4451,4880,5761,4379,4562,3178,3179,2837,3864,4309,3343
ATP6V1H,1357,1504,1251,1467,1727,1547,2775,2438,1899,1828,2085,2240
POLR2B,9472,9337,9367,9550,10514,9937,10267,9291,10193,9946,9718,9270
FAM214A,167,157,298,156,181,168,1201,1411,817,1344,1984,1703
ARAP2,93,165,90,73,134,66,181,154,52,105,93,156
TPR,11279,11267,9401,10135,11499,11294,9041,9745,9714,13321,12906,10205
CP,145,92,123,89,112,110,578,625,1032,5937,13566,6438
KATNIP,883,904,936,937,792,714,1066,1509,1038,1026,1408,1267
DTNBP1,397,362,388,430,476,401,693,838,468,846,843,807
XK,75,78,77,105,83,61,21,37,22,49,21,34
ANO2,153,107,148,158,245,111,5,12,104,306,13,1
C12orf4,751,805,748,691,636,960,1081,1315,1176,1054,1241,1242
SCML1,129,138,147,121,172,183,901,1010,797,966,1173,809
WWC3,2570,2662,2695,2168,2693,2863,2622,3152,3231,3383,3382,2764
ARHGAP6,65,45,37,49,42,30,33,58,104,325,39,72
FAM184B,47,58,52,55,44,49,6,14,22,13,15,4
MAP4,13319,13157,14438,12699,12688,13212,21715,25368,25534,20669,19831,19564
GOPC,1778,1799,1664,1518,1640,1693,2620,3212,2455,2396,3630,3153
ROS1,0,0,0,0,0,0,1,0,1,0,0,0
USP28,4739,4729,5029,4178,4149,5262,1558,2482,1878,2745,4073,2796
HDAC9,622,644,750,742,327,562,369,351,619,560,563,410
TSPAN17,3411,3010,2990,2968,3194,3170,3053,3871,3027,2546,2422,2319
NOP16,3014,3101,2298,3138,3774,3241,889,769,1496,821,514,579
CC2D2A,747,684,600,780,892,793,1396,1772,1296,1457,1432,1459
RRM2B,2672,2693,3455,2668,2521,3301,5891,4864,2401,2371,4576,5120
ZNF800,155,147,206,143,165,164,1077,1222,1047,816,1273,1410
TNFRSF17,1,0,3,0,0,0,0,0,0,0,0,1
SNX29,520,575,536,396,436,474,829,1254,873,945,1174,1014
LMO3,206,171,309,279,105,123,17,22,154,611,29,24
MRPS10,1952,1910,2062,2116,2451,2212,2409,2714,2146,1736,2268,1986
GUCA1A,582,536,532,731,727,643,259,305,38,74,629,740
RSF1,4110,4714,4260,4502,3374,4498,3645,4798,3519,4235,4092,3474
VPS13D,2476,2141,2442,1985,1848,1959,2610,3211,2281,3256,3534,4009
CELF2,2511,2508,2144,2619,1957,2539,4392,4210,4347,2090,4510,3093
FAM120A,4581,4495,4233,3599,3614,4417,5565,6479,5566,3392,4694,4681
R3HDM1,5250,4412,4570,4538,3569,4521,2259,3497,2859,3007,2780,1959
COL9A2,157,147,232,151,207,196,168,312,148,557,1841,1178
KITLG,371,423,370,283,396,480,368,424,3669,2783,176,202
ERCC8,672,706,894,759,726,656,604,653,640,865,626,591
ADAMTS6,52,70,94,48,81,75,520,376,701,277,484,397
H6PD,914,866,1246,915,1197,1152,4403,6015,2698,3776,8176,7056
VAMP3,1986,1972,2128,2067,2269,1956,7280,7645,5307,4231,6194,5891
PER3,621,587,533,468,500,535,612,793,352,689,844,996
UTS2,0,0,1,0,0,3,0,1,0,0,0,0
TNFRSF9,35,55,41,42,36,33,503,503,462,222,851,440
EPN3,199,180,169,203,120,89,8,4,5,6,1,2
LTBP1,1820,1905,2419,2029,1707,1728,1413,2219,2079,4650,1327,1409
RCN1,8443,7916,9112,9154,9712,8791,28572,27635,26682,23286,21651,24451
ELN,177,184,244,238,154,100,14,40,51,106,36,47
RFC2,3467,3381,3376,3704,4566,4058,665,1103,1091,2090,1428,1015
ARID1B,4967,4749,4306,5496,3981,4697,3419,3614,3930,4602,4820,3703
CLPTM1L,4246,4368,3782,4520,5666,4643,3722,3940,4558,4865,3012,2605
NEDD4L,3803,4246,4813,4014,3720,4552,4679,4335,1729,1698,2530,2746
FOXP3,21,18,15,32,29,37,21,22,12,27,11,11
PPP1R3F,239,320,260,249,270,282,147,211,115,297,311,215
HEXB,2015,1695,2022,1690,2621,2057,4677,5131,3462,3503,4265,4434
PTCD2,1005,924,1053,1083,1064,1169,777,691,799,710,675,485
NEXMIF,30,55,35,45,21,27,1,3,29,56,3,3
JKAMP,1755,1681,1540,1701,1859,2062,2910,2741,2384,2288,2754,2256
DKK3,861,1111,1037,900,1217,1263,16332,17032,4422,3102,16248,17100
ARHGEF5,1640,1589,1522,1247,1654,1736,554,593,277,199,609,543
NFE2L3,9180,8372,9151,8996,9066,9066,6821,6743,4211,4047,3748,4383
MCUR1,1880,2098,2023,2082,2809,2218,1417,1615,2136,2730,1548,1357
LIMA1,3132,2938,3235,2867,3447,3318,6484,7124,6746,4767,4451,4343
LETMD1,1196,1282,1358,1334,1362,1540,1157,1278,1133,1330,2122,1842
SLC4A8,1078,1113,919,1136,918,1104,989,1628,584,681,1533,939
LAMC3,1441,1131,1634,1254,2024,1396,17,69,992,2598,57,128
PTGER3,21,5,23,17,12,6,7,2,3,3,6,4
TNIP3,5,4,3,6,8,8,13,20,31,26,12,8
MAPK9,2515,2530,2835,2324,2416,2710,2647,3064,2424,2449,2457,2220
COL23A1,382,366,786,277,542,517,0,2,31,830,0,3
BCAR1,4408,4957,4211,3689,5502,5935,8215,7529,15336,11049,9116,8721
FAM160A2,933,1110,954,1171,1254,1056,1199,1675,1203,1339,1818,1535
HERPUD1,983,967,763,851,785,787,4707,3304,10029,8573,2850,2724
HOMER3,618,734,889,810,880,668,1309,2070,1326,2255,1898,1565
RAD51,1541,1626,1628,1576,1740,1530,302,553,680,1067,496,288
POLQ,1699,2022,1771,1722,1263,1624,419,974,788,1696,1044,632
PIK3CB,1676,1733,2335,1379,1809,1860,2071,2059,1143,1088,1775,1448
CYBA,1928,1938,2462,2032,2382,1742,3099,3052,1716,891,2952,3101
THOC3,2770,2508,2669,2712,3114,2653,1127,1463,1495,2027,1523,1115
HEBP2,1679,1558,1371,1573,2247,1795,2033,2533,1409,1639,1589,1539
MPHOSPH9,1578,1619,1804,1458,1585,2062,1236,1542,1363,2261,1783,1397
PLEKHA5,3748,3807,3895,4566,4354,4392,1975,2701,2469,5084,2133,2032
PRSS8,3518,3228,4422,3194,3905,3383,72,73,17,29,57,69
SIKE1,3045,3069,3506,2981,2957,3619,2555,2782,2964,2283,2217,1886
RRP12,4017,4211,3083,4290,4104,4030,1358,1494,2508,1847,1520,1364
FNIP2,898,696,798,885,502,727,1201,1495,1302,1590,2167,1444
MSMO1,4392,4660,4691,5265,5455,4916,11848,9810,9806,9055,6451,6038
TTC17,2760,2847,3468,2852,2599,2816,3987,4458,5584,8268,7178,5924
ALX4,2,1,2,0,0,0,1,5,15,390,5,1
FSTL4,285,346,265,215,360,412,8,18,20,17,4,10
FOXN3,8193,8209,8480,8073,5759,7589,2196,2662,2662,2301,2987,2706
METTL24,2,3,2,2,3,4,1,5,3,30,13,2
AKR7A2,1351,1223,1343,1199,1694,1416,1613,1929,1553,2118,2112,2079
MRTO4,4399,4587,3374,5160,5838,5252,1718,2191,2976,2690,1545,1126
NNAT,1134,1077,2192,2116,1870,1295,182,418,1171,2983,1221,796
USE1,298,319,266,291,346,286,344,453,402,434,553,603
MCF2L2,233,281,368,251,183,241,160,79,37,57,138,97
NRIP2,7,5,14,12,6,4,4,4,17,116,25,14
LAMA3,74,144,51,83,135,299,38,76,48,75,71,48
AP5M1,2716,2798,2667,2956,2934,2678,1861,2225,1855,2153,1814,1733
ANAPC4,2092,2211,1925,2275,2252,2505,997,1311,1094,1313,1469,1061
KCNQ1,56,60,137,49,55,59,8,12,12,38,35,27
TRAPPC3,1647,1619,1671,1523,2072,1774,2358,2368,2022,1892,2210,2134
THRAP3,13468,13248,14499,14943,14110,15579,6352,9419,8546,9382,7591,6420
PHPT1,1468,1522,1403,1814,2170,1769,3973,3785,2889,3705,3936,4297
ENTPD2,63,66,165,60,36,40,3,4,0,0,2,8
LY75,360,297,235,240,237,249,20,23,17,11,24,13
ARID4B,1736,1650,1835,1884,1328,1783,2721,3279,2261,2561,3870,3626
OPN3,764,642,820,461,773,636,1016,1251,880,1156,1327,1137
SDCCAG8,124,125,248,141,128,89,398,326,330,352,312,477
PTPRN,270,201,177,223,178,186,1135,1472,935,74,556,685
KIF1B,7150,6929,7735,6285,4917,6326,6466,8322,8906,9491,7589,6206
FOXC1,3,3,1,3,6,5,64,328,825,2423,101,152
TBC1D22A,777,844,758,772,875,762,1480,1741,988,905,1336,1425
SYNE2,4379,4567,4524,5025,4314,5040,1348,2418,1611,5217,3457,3017
PLEKHH1,2111,1938,2059,2109,1899,2049,443,735,456,838,1639,1175
ATP9A,732,735,916,789,544,702,2168,2807,2485,3671,3496,2948
SPO11,0,0,0,0,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0
CHRDL2,30,32,31,41,17,11,0,1,1,11,0,0
FAM168A,2381,2672,2348,2818,2082,2568,4693,6668,3710,4145,5932,5230
RELT,471,445,401,354,473,472,387,452,746,689,526,482
GALC,766,887,774,879,617,767,2717,2841,1683,1933,2719,3100
NOP58,8054,7590,6885,8907,9290,8294,2775,3026,4485,3868,2715,2051
SZRD1,7247,7332,6536,7554,6797,7564,7968,11120,9001,8063,8739,7475
KCNH2,445,499,523,396,487,485,395,960,146,492,974,1016
CUL1,6756,6816,5960,7627,7210,7231,4372,5015,4402,5155,4585,3884
FAM114A2,595,575,517,432,599,711,1600,1609,1363,1174,1455,1619
CYFIP2,5010,4473,5016,4529,5998,4883,6731,5752,4057,5296,5910,5278
TAB2,4383,4295,4308,4771,4579,4565,4764,6173,4658,5587,6125,5416
GINM1,729,799,904,869,968,879,2682,2982,1622,1641,2766,2550
EIF2AK2,4870,4856,5434,4902,4179,5273,4461,5179,4064,2959,3453,2942
USP36,3470,3545,2818,3784,2664,3149,1488,1988,2953,1984,1859,1278
KMT2C,1974,1782,2115,2125,1330,1851,2985,3943,3450,3855,4014,3984
MCOLN3,92,91,87,127,102,128,9,16,20,54,30,40
CCDC85A,11,12,4,6,9,2,31,7,24,17,22,20
PUM2,6421,6241,7062,6230,5786,6637,4170,5374,4382,4836,5269,4236
MRPL43,1699,1660,1702,1742,2182,1831,1410,1752,1304,1406,1739,1678
ITIH4,33,10,24,40,53,24,24,13,48,136,54,87
ITIH1,2,2,1,0,0,0,1,4,0,2,3,5
HPF1,1025,997,961,1090,1366,1164,779,980,663,1245,978,851
ZFR,6881,7113,6485,7136,6369,7133,5711,6404,7336,6631,6033,4918
ZNF280C,686,739,790,831,666,827,395,516,543,735,536,393
NPFFR2,263,211,307,211,313,335,142,257,42,13,62,59
PHF21B,842,859,1078,1009,593,793,81,116,223,517,212,200
TRAF1,104,115,137,112,121,96,220,170,136,98,184,217
RC3H2,2384,2343,2537,2572,2302,2876,4016,4956,4378,3593,4135,3988
KIFC1,0,0,0,0,0,0,0,0,0,0,0,0
IL17RB,340,326,286,335,335,287,6,12,26,173,48,44
TRAF3IP2,1092,1014,922,836,1233,1176,1331,1898,168,162,823,1006
GYG2,5920,5903,5865,5947,5429,5603,2826,3614,1816,3956,4182,3820
DCBLD2,5693,6492,5727,6381,4970,5966,41957,28547,32038,10364,26425,21880
SERPINB3,4,6,1,2,1,3,2,0,0,0,0,0
SOAT1,468,431,407,512,509,552,2770,3345,1894,1499,1998,1974
PKP2,1041,1156,1103,837,1335,1627,1285,1419,509,523,1294,1514
MSH4,6,5,3,7,3,5,3,4,5,3,1,6
F7,33,28,42,41,39,39,16,19,9,7,37,40
GDI2,23530,23132,23713,23784,24317,23886,15847,17172,18196,16901,15028,12458
PRDM1,30,21,18,12,79,98,256,533,144,52,72,222
ATG5,1615,1862,1799,1752,2082,1846,1716,1696,1163,1096,1494,1274
TMCC3,105,107,163,98,78,81,703,640,156,164,476,410
