gene_name,1-2B-8-3:_K562_cells_RBM48_KO_#1,2-2B-9-4:_K562_cells_RBM48_KO_#2,3-2B-10-5:_K562_cells_RBM48_KO_#3,4-2B-11-6:_K562_cells_RBM48_KO_#4,5-2B-12-7:_K562_cells_RBM48_KO_#5,6-2B-13-8:_K562_cells_RBM48_KO_#6,7-VC-8-3:_K562_cells_Vector_Control_#1,8-VC-9-4:_K562_cells_Vector_Control_#2,9-VC-10-5:_K562_cells_Vector_Control_#3,10-VC-11-6:_K562_cells_Vector_Control_#4,11-VC-12-7:_K562_cells_Vector_Control_#5,12-VC-13-8:_K562_cells_Vector_Control_#6
VSIG2,0,3,0,0,0,0,0,2,0,0,14,0
PHLDB1,1959,1494,1377,1376,1557,1753,1756,1483,2107,2027,1652,1223
MARCO,0,0,0,0,0,0,0,0,0,0,0,0
CYP24A1,0,0,0,0,0,1,1,0,0,0,0,0
PRDM11,20,15,34,54,30,28,28,99,23,21,50,39
SYT13,8,18,21,35,17,4,6,15,0,9,11,29
SNAI2,0,0,0,1,0,0,2,2,0,0,0,0
CD74,31,42,54,65,76,38,32,37,88,44,240,237
HGF,0,1,0,0,0,0,0,0,0,0,0,0
ZRANB1,117,246,298,338,420,297,276,415,242,330,523,367
NCDN,2995,1798,1820,1817,2012,1882,2205,2177,1806,2216,1815,1524
ADGRA2,23,553,208,250,659,64,59,724,22,157,537,263
CCT8L1P,0,0,0,4,0,3,1,0,0,0,0,0
ZFP64,876,590,712,674,723,1058,999,502,750,1036,823,716
MNAT1,1696,1994,1595,1573,1481,1744,1980,1600,1982,2123,1985,1527
SAMD4A,602,942,651,1064,1206,856,714,912,1311,1037,844,667
RUNX3,25,6,7,17,8,6,47,14,2,9,24,36
MRE11,4212,3931,5339,5151,6276,5853,4540,3819,6839,7729,7027,6031
PLEKHB1,15,13,19,17,37,20,33,26,40,77,21,45
SERPINB1,3589,6871,4919,6281,6130,5871,4423,6235,4884,5598,6376,5337
CYP3A43,4,6,9,13,17,5,4,5,8,12,29,16
SLC7A9,0,2,1,2,1,0,0,0,0,0,0,0
SPAST,2776,1633,2456,2666,2700,3409,2535,1721,3066,3632,3153,2926
NRXN3,42,29,12,24,16,4,23,89,85,52,12,20
OSBPL5,379,384,504,513,616,369,459,649,540,537,635,866
AQR,6694,4709,4783,4294,4719,6392,6935,4461,7490,8394,5125,4882
CPS1,405,776,950,889,906,678,930,795,570,933,994,1054
C8B,0,0,0,1,0,0,0,0,0,0,0,0
FHL1,23,223,40,52,77,62,39,103,25,92,72,141
RTF2,5959,5596,3689,3848,4022,4759,4612,4073,4934,6090,4010,3617
GABRA1,0,0,0,0,1,0,0,0,0,0,0,0
NLRP2,378,747,325,368,379,479,471,613,396,548,631,487
SLC45A4,1681,1202,1362,1747,1844,1505,1522,1723,1102,1864,2131,1376
RNF10,7841,8403,8252,8275,8814,9884,8407,7848,8089,12953,10217,8180
ZNF839,566,287,710,702,744,646,721,590,709,929,732,644
ZDHHC6,1425,772,1237,1297,1534,1404,1614,932,1433,1883,1740,1637
GRAMD1B,3,89,51,16,13,9,2,199,0,0,4,12
RB1CC1,5438,3340,6356,6209,7206,7614,5131,4699,7846,9454,9577,7347
ERP44,4241,10788,4057,4252,4648,4794,4795,8155,4729,5940,5570,4609
ALAS1,1977,2177,1590,1972,1781,1708,1513,1998,1478,1934,1809,1719
BIRC3,33,75,109,103,181,97,111,131,158,214,366,144
AKAP11,3234,1753,3809,3121,4421,5181,3630,3411,5905,6805,6354,4772
GLRX2,1582,899,1618,1816,1671,1890,1899,1011,1583,2091,2012,1572
SNAPC1,687,784,783,816,798,941,919,585,836,1001,920,838
DERA,449,731,754,1010,928,811,461,709,532,1093,1036,824
STRAP,11492,7234,6643,6220,6212,9833,10617,5146,10345,11672,7233,5990
ABCC2,7,4,2,25,6,2,6,11,12,8,1,14
DEF6,2098,2546,2529,2973,2640,2740,2486,2434,2319,2938,3389,2200
PLEKHO1,673,538,477,429,375,510,569,485,561,667,590,468
GCLM,4274,4821,5259,4105,5117,5145,5474,4087,4484,6140,6097,4344
UBR2,5624,8115,6462,7012,7254,7531,6910,9219,6748,9301,8342,7519
EHD2,2838,2761,2370,2988,3575,3918,2691,2765,2865,3673,3132,2209
DEPDC1,3012,2751,4686,4322,4381,5045,4015,3133,4498,5737,5521,5359
CCDC28A,615,1724,1369,1456,1464,1571,1128,1365,1284,1668,1666,1402
RRAGD,6,641,14,33,25,5,12,242,4,11,13,48
HSF2,2033,1853,1992,1632,1638,2268,2464,1467,1977,2780,1682,1791
PHF20,3775,2797,3936,4278,3681,4071,4039,2746,3731,4399,3973,4178
HSD17B6,28,60,42,24,74,73,50,83,86,126,38,7
NR1H3,622,390,406,409,345,579,641,517,472,644,412,522
TYMP,65,178,135,98,114,55,44,181,38,69,115,74
NCAPH2,2918,1729,3157,3495,3124,2875,2811,2022,2607,3297,3130,3137
TOMM34,4049,3029,3511,3606,3271,3663,4098,2105,3478,4257,3655,3375
SEC63,7760,13547,10531,9972,12240,10749,9524,10789,11671,13835,15683,12245
KPNA6,6777,7964,6249,5978,5980,6731,6861,7864,6672,7947,6806,5878
VIM,47296,108642,62348,100589,72498,59921,44208,79311,40959,56316,77892,82652
RTEL1-TNFRSF6B,430,331,414,376,516,542,543,229,337,616,375,230
FAS,8,15,41,22,5,33,2,52,7,13,24,29
RNASET2,1659,3604,3457,2881,3269,2861,2508,3734,3177,4377,5021,3910
CD44,118,116,165,415,329,295,56,93,386,318,517,523
KCNG1,22,250,407,498,499,82,35,441,39,116,294,273
AGPAT4,1681,2567,1425,1440,1763,1438,2679,2657,1818,2862,2368,1971
SLAMF7,11,27,81,255,113,33,21,147,16,28,111,188
BTN3A1,334,1917,541,552,689,465,615,2440,881,931,931,666
MIPEP,1249,456,897,790,990,1019,1192,371,1084,1325,832,703
PRKCH,480,365,315,229,273,386,363,204,125,226,221,183
INSRR,15,31,45,70,57,12,18,41,8,14,40,45
IFNGR1,1506,2909,1882,1712,1882,1968,1958,2624,2152,2681,2510,2025
B4GALT7,659,336,733,732,605,789,620,579,657,751,734,542
SH2D2A,933,701,803,688,733,886,878,665,651,786,620,370
VRK2,2860,2399,3343,3528,4007,4188,2987,2294,3494,4566,4865,3487
TNFRSF1B,5614,2829,2818,5053,3251,3415,4415,3749,3646,4310,2741,2548
VEZT,2799,1931,3003,2653,2653,3555,3017,1770,3418,3824,3002,3041
POU2F2,52,35,31,48,44,58,41,34,36,30,38,189
BRD9,4671,2558,3040,2934,3255,3730,4368,2634,3791,4344,3466,2707
SNX1,6514,3959,5311,5433,5664,6652,6893,4641,6449,8058,5872,6154
TBPL1,4323,4814,6027,5670,6366,7062,6288,4893,5583,7045,7239,5380
ARNTL2,36,144,143,110,172,161,39,100,61,79,49,43
BCLAF1,17390,10367,15013,14666,15331,18972,15653,7156,22587,26568,18750,18991
SLC39A9,3306,4839,3294,3487,3766,4047,4159,4531,3791,4881,4114,3691
ANK1,11451,2134,8186,8596,8476,10455,11105,3288,10887,12523,9272,7505
IBSP,0,0,0,0,1,0,0,0,0,0,0,0
TFB1M,1878,764,1167,1127,1186,1861,1885,714,1663,2052,1292,1040
RABEP1,5426,3376,3668,3237,3416,4666,4654,2793,4188,5020,4230,3479
HMGB3,4860,2463,3940,3721,3778,4825,5221,2201,4548,5726,4941,3644
NUP160,12573,7827,9520,8706,8931,12008,14309,7172,11951,14479,10776,9028
BAK1,2359,2403,1567,1762,1783,1816,1721,1808,1670,2280,2126,1650
MUSK,0,0,1,0,0,0,0,0,0,0,0,0
IKZF2,102,79,80,85,173,109,57,58,125,216,302,181
GRN,3194,7866,4957,6045,4813,3545,3451,6802,3303,4228,4922,5384
FAM13B,1651,1631,1726,2547,1898,1598,1343,1376,1967,2394,2450,2051
ARHGAP31,1,0,0,76,4,0,0,1,8,2,4,0
CENPQ,1270,1154,1726,1478,1617,1885,1857,1517,1731,2129,1823,1595
SARS1,17352,51522,30079,34464,38493,31739,30451,47328,27362,35418,39919,33362
RANBP3,2863,2050,1886,2148,2037,2227,2557,1809,2184,2608,2369,1910
ARID4A,1116,2263,1748,1644,2180,2242,1199,1480,1958,2667,2447,1890
EIPR1,2167,974,1545,1528,1502,2160,2126,842,1868,2086,1738,1383
PNPLA6,1436,2512,1470,1438,1744,1710,1587,2355,1477,2234,2196,1382
IFT88,1178,283,1115,1049,1297,1542,958,406,1379,1788,1569,1468
ALG1,1468,637,719,780,797,1049,1093,618,842,1151,773,700
ZCCHC8,2687,1771,4122,3989,3753,4236,4382,2121,4263,4972,4516,4000
ABCF2,14497,5486,9380,8988,9262,11310,13317,5642,11779,13649,9054,7929
CHPF2,1879,1750,1341,1810,2394,1220,1439,2919,1590,1689,1984,1894
LRRC7,159,63,113,104,149,80,119,101,121,177,195,156
FUT8,1057,776,1008,1037,1125,1225,1224,861,945,1145,1027,1011
UBA6,11805,11341,10749,7899,9161,13058,11494,9001,11267,17696,11493,12942
GAB2,3867,22877,13348,16170,17709,10108,9361,21459,7815,12027,18597,16246
ATP6V0A1,10290,6399,10114,9519,9973,11975,9429,6041,8874,13614,9860,8669
PIAS1,3359,4789,2739,2865,2479,2571,2440,2606,3018,3517,2762,3453
SLC4A7,1239,1160,859,611,882,1352,1547,1397,1316,1889,1319,993
APBA2,890,490,646,820,652,764,851,295,792,935,856,617
MAP2K3,621,342,308,302,231,374,453,260,458,562,407,234
EFCAB1,0,0,0,0,0,0,0,0,0,0,0,0
TMSB10,5974,18543,8143,9383,9044,7611,5200,10453,8112,9297,9756,8494
ASTE1,366,307,337,332,316,359,372,343,357,441,321,388
RNF19A,1383,2409,1980,2464,2891,2698,1817,1884,2022,3034,3343,2336
PEX3,1493,846,948,845,944,1028,892,755,993,1183,1000,909
GABARAPL2,3885,6176,3782,4754,4885,4997,4425,4819,5156,6388,5116,4129
MYOC,2,1,9,5,5,6,0,0,10,5,0,2
SH3YL1,219,219,422,499,593,282,383,397,384,669,659,593
FAM136A,6957,5464,4232,4308,4872,5539,5961,4197,5363,6233,5679,4553
VCL,21628,20322,18304,22935,20158,22657,23354,19551,25480,32166,26142,20494
DEPDC1B,3435,1893,3574,3369,3357,5060,4561,2008,5031,5956,3952,3788
DAPK2,270,572,330,351,552,375,254,702,419,528,717,334
NSMAF,4395,2823,4461,4790,4624,4609,4546,3202,4311,6050,5400,5080
ADSS2,7290,12472,7089,7163,7787,7673,7781,8794,7186,9172,9247,7554
STAP1,74,296,336,433,253,126,32,196,69,148,393,314
TIMP2,2,36,4,6,5,5,2,21,1,0,0,3
RFC1,6846,8064,6981,7915,8442,9165,8097,7462,7677,10657,9195,7956
TBC1D23,4454,5577,3851,3288,3436,5125,4241,5108,5818,6865,4591,3879
CUL3,5732,3508,4161,4198,4078,5025,4896,2698,5063,6382,5096,4541
MYOM2,4,2,14,11,6,0,11,15,2,10,17,0
OTC,0,0,0,0,3,0,0,0,0,0,0,0
CYP46A1,23,22,29,35,32,39,27,41,50,22,43,42
ZZZ3,3034,2391,3685,3644,3868,4533,3919,2204,3988,4835,4323,4257
SLC18A1,1,3,5,4,6,1,3,7,1,5,6,4
USP2,660,285,508,421,487,583,436,301,428,610,419,229
CASR,0,0,0,0,0,0,0,0,0,0,0,0
TUBG2,11,53,6,16,6,2,3,18,10,9,4,20
RPL26L1,1607,752,851,910,949,1135,1326,639,1199,1366,926,738
FLT4,17,336,68,58,65,42,82,517,108,50,46,99
NSUN2,16603,5318,8087,7506,8797,10673,13119,5473,10257,12466,8081,7579
FBXO42,2166,3082,3302,2938,3475,2971,2630,3796,2484,3234,3546,2564
MFAP3,1328,740,1452,1477,1588,1598,1657,1731,1722,1783,1679,1762
MRI1,2093,1155,1326,1247,1403,1726,1819,1009,1485,1914,1280,1173
METTL1,866,232,542,360,485,568,692,340,718,689,479,449
HOXC8,50,137,46,73,119,63,61,157,49,85,108,85
AGA,686,1443,1299,1321,1501,1190,900,1154,728,1216,1847,2066
PI4K2B,2582,1877,3726,2946,3204,4121,3818,2161,3827,4713,3659,3212
BOD1L1,3158,1565,3724,3361,4493,4702,2746,5747,3911,6248,6813,3850
MAT2B,3997,2470,3586,3963,3109,4516,4406,2658,4304,5070,3647,4181
TLL1,0,0,0,0,0,0,0,0,0,0,0,0
EDC4,7650,4682,6031,5544,5880,6758,7121,4571,7867,8054,6173,5070
TRIO,297,653,219,180,252,375,557,334,218,299,362,998
VCAN,197,24,60,195,51,113,146,19,86,47,27,25
CLEC16A,2013,1588,1923,1994,2254,1928,2175,1916,1789,2418,2062,2254
MSR1,7,16,31,47,81,14,12,25,37,37,102,53
CDH1,16,39,6,24,37,24,8,10,28,18,21,12
MTREX,16784,9219,13329,11208,13761,18213,13482,9488,17544,21382,15822,13665
DNAH5,0,0,4,10,1,0,7,2,4,3,4,70
ZFYVE16,2117,3967,2620,2639,3411,2793,2111,4442,3089,3549,3698,4101
RIPOR1,1336,1771,1330,854,1047,1150,1277,1493,1240,1394,1027,938
C6,0,0,0,0,1,0,0,0,0,0,0,0
RAI14,5572,4579,4247,4071,4150,5015,5387,4209,4739,5834,4791,3809
SOX30,1,0,0,1,8,0,2,1,0,0,3,0
PNKP,1139,1106,1427,1327,1202,1169,1073,1020,1390,1470,1098,1249
BEST2,0,0,1,0,0,0,0,0,0,0,0,0
PHLPP2,568,1038,590,572,766,746,620,899,681,999,1198,741
SPDL1,3094,820,3859,4623,3910,4248,3422,1221,3594,5054,5635,4547
STAU2,3363,4207,3722,3704,4238,4532,4034,4549,3496,4862,4242,4184
SLC66A1,1340,810,1081,1368,1399,1265,990,768,1003,1264,1051,949
CTNS,428,498,596,671,708,392,281,741,373,506,560,766
RTN4R,70,840,36,81,64,47,66,385,90,112,81,26
PHF23,1995,459,1380,1442,1121,1180,1379,539,1226,1425,1450,1396
CDH10,0,0,0,0,0,1,0,0,0,2,0,0
INPP4A,1531,2177,2162,1818,1954,2192,2127,2327,2088,2425,1976,2054
RAB27B,387,275,327,412,743,845,396,255,750,1255,830,435
PSMA4,19852,13073,14210,13917,14110,17497,20334,13425,19513,22304,17022,14713
LSG1,4253,1394,2233,2590,2503,2976,3028,1438,2491,3309,2333,2078
PARP3,133,135,321,383,306,356,269,142,298,336,377,273
TNC,5,9,36,138,70,13,1,87,2,9,35,69
THAP3,687,1078,751,816,771,882,853,865,801,909,810,631
RIPOR3,2131,890,1611,1748,2982,2859,2238,1231,2811,3635,3224,1453
TDP1,2450,1067,1687,1741,1699,2358,2566,1120,2418,2490,1645,1437
AIFM2,1277,1357,1116,1151,1260,1265,1290,1299,1274,1558,1463,1064
C2orf83,6,10,1,3,11,7,7,9,13,8,15,0
SPATA7,187,256,209,271,301,304,178,267,184,267,234,278
MED17,1572,1354,1803,1891,1800,1669,1848,1311,1735,2047,2446,1908
RETSAT,1399,2802,1948,1943,1739,2044,2041,2623,1813,2326,2946,2391
CAPG,2205,7488,2872,3695,3256,2585,2309,3635,1357,2028,3029,2611
AP2S1,3741,4780,2981,3497,3019,3213,3191,3042,2922,3860,3017,2732
USH2A,0,0,4,1,2,0,1,0,0,1,0,2
ZPBP,0,0,0,0,0,0,0,0,0,0,14,0
TG,0,0,0,2,14,0,1,0,0,1,0,1
ADAM28,9,0,10,28,20,0,4,0,0,0,0,10
BARX2,13,49,15,10,20,14,7,60,3,9,20,27
DCUN1D1,2945,2957,3693,3908,3914,3876,3484,2976,3739,4904,4466,4148
JADE2,1781,1257,1521,1513,1101,1090,1261,1087,1095,1144,1094,1146
ZIC2,793,613,515,448,538,584,698,384,306,563,517,383
LCP2,1432,1009,2340,2412,2455,2253,2060,1439,2124,2815,3041,3192
TRIT1,4164,2753,4058,3724,4549,4834,4829,3056,4846,5581,5072,3682
ADRB1,0,1,1,5,6,6,0,1,7,5,9,0
GUCA2B,0,0,0,0,0,0,0,0,0,0,0,0
CUL7,1602,9804,2260,3085,3592,2839,2670,8513,2952,3673,3197,2772
CTNNA1,10892,24596,15661,20271,20728,15129,11195,19829,13200,17436,21200,18892
PHKA2,2368,2090,2560,2295,3286,2863,2778,2115,2745,3781,3120,2343
CNTLN,8,12,4,2,5,2,5,6,15,7,7,3
EPHA3,0,0,0,0,0,0,0,0,0,0,0,0
HSPA5,38912,328768,51503,55663,76926,58498,64088,275520,55552,75309,95295,59503
DSG2,9105,9413,12641,11882,14407,13822,10530,10125,12288,15670,15087,12166
GEMIN8,612,819,563,665,753,778,778,852,682,869,714,681
OFD1,2250,2046,2667,2588,2825,3186,2339,1994,2869,3745,4042,2742
GPM6B,0,0,0,0,0,0,0,0,0,2,0,0
MAGEC2,2387,2417,2810,3000,3280,3217,2559,2108,2972,3642,3439,2794
PREX2,215,195,141,50,121,492,351,150,185,371,374,450
WDR37,789,1597,1080,1398,1220,1068,1148,1559,994,1486,1290,1182
YTHDC2,3603,3008,3243,3061,3702,4563,4106,2565,4422,5507,4493,2789
CTPS2,2294,2608,2524,2487,2794,2532,2734,2438,2313,3013,3224,2318
ATP6V1H,2661,5934,3404,5075,3835,3324,2814,4999,2787,3407,4044,4165
POLR2B,16207,15973,12453,12089,14842,13935,15613,13624,15457,18338,14918,13358
FAM214A,427,844,791,842,1014,855,582,914,891,1163,1449,1043
ARAP2,165,28,64,48,90,52,4,72,6,10,202,78
TPR,21728,20068,20045,13756,22386,25617,13942,16674,28686,37576,29860,25428
CP,0,0,3,3,2,0,0,0,0,0,5,0
KATNIP,849,946,770,963,910,1021,764,469,874,860,812,901
DTNBP1,1976,1668,1710,1961,2013,1969,1550,1678,1665,2058,1984,1870
XK,2625,1856,3866,3590,4510,3833,3776,2590,3752,4746,4687,3526
ANO2,4,5,0,2,4,3,9,0,0,5,0,0
C12orf4,1160,445,1319,1174,1451,1243,1100,719,1142,1747,2073,1476
SCML1,0,25,0,3,1,0,5,20,0,4,0,0
WWC3,234,218,464,360,443,220,159,374,113,100,175,155
ARHGAP6,3522,7153,5138,5193,4505,5321,5260,5291,5594,6902,6024,5240
FAM184B,3,2,8,6,3,3,4,6,1,2,5,0
MAP4,18555,26023,18253,18832,19692,19403,20620,27809,19428,21844,22354,15803
GOPC,5128,965,4685,4383,4707,5552,5611,2675,5642,7019,5346,4623
ROS1,0,7,1,10,7,2,0,12,0,2,0,2
USP28,2296,2043,1877,1940,1946,2264,2643,2250,2215,3166,2278,2134
HDAC9,6,122,56,71,49,50,25,59,44,38,55,66
TSPAN17,4054,2013,2201,2333,2284,2811,3075,1692,2650,3444,2366,1862
NOP16,4750,622,1548,1315,1235,1961,2651,544,1931,2474,1308,1439
CC2D2A,118,382,235,189,277,161,201,410,127,202,418,327
RRM2B,2475,3184,3619,3327,3847,4158,3674,2997,3854,5401,4506,3819
ZNF800,2506,2061,3383,2953,3012,3027,2604,3251,2768,3424,3796,3583
TNFRSF17,0,0,0,0,0,0,1,0,0,0,0,0
SNX29,1423,1558,1254,1478,1584,1292,1419,1369,1455,1563,1575,1274
LMO3,3,5,3,5,6,4,3,21,0,7,4,5
MRPS10,5488,4586,5897,6124,6904,7072,6854,3987,6657,8110,7419,5404
GUCA1A,0,0,1,0,0,0,0,0,0,0,0,0
RSF1,4873,7062,5005,5214,5637,5536,4864,6043,5798,7313,6240,5515
VPS13D,14098,11242,5990,6279,8583,13400,16016,7814,14065,15291,9729,6227
CELF2,2494,2522,4108,7422,6405,3583,3372,3475,4396,6247,9035,8325
FAM120A,9110,4496,8002,8142,7729,9389,9862,4552,9103,10902,8524,7496
R3HDM1,5620,3131,4595,4678,4798,5566,5521,2760,6214,7211,5983,4057
COL9A2,50,122,112,117,150,72,92,138,93,99,219,144
KITLG,0,30,14,24,14,5,1,24,0,9,6,14
ERCC8,1077,627,916,811,1020,1222,1468,680,1215,1494,1113,920
ADAMTS6,131,343,128,204,298,210,187,234,226,369,277,112
H6PD,219,1349,1391,2208,2435,966,448,2150,521,1090,2270,1889
VAMP3,3424,3453,2916,3131,3311,3159,3251,2937,2957,3444,3321,3505
PER3,3091,2666,2189,2056,2075,2973,3310,2099,2750,3460,2390,2442
UTS2,0,2,2,1,2,3,0,12,0,16,4,4
TNFRSF9,20,78,65,98,51,33,26,140,17,56,57,38
EPN3,1,0,0,0,0,0,0,0,0,0,0,0
LTBP1,1800,1030,1812,1574,1984,2033,2591,1615,3270,3549,2859,2015
RCN1,623,1437,1286,1588,1727,1028,986,2226,1107,1655,2318,1872
ELN,1,0,6,3,0,0,1,1,0,3,1,15
RFC2,5737,4285,5531,5663,5973,6341,6404,4294,5469,6577,5674,5341
ARID1B,3922,3107,4526,5421,4312,4246,4400,3153,4481,5648,4596,4738
CLPTM1L,7445,2487,4753,5217,5145,5690,7188,3040,4910,5995,4473,3719
NEDD4L,1920,2799,2023,2182,2208,2837,2647,1997,1969,2760,1871,1802
FOXP3,4,3,14,22,19,12,21,8,23,19,15,31
PPP1R3F,51,81,93,124,89,151,37,152,51,213,61,115
HEXB,5417,12954,7683,8761,7754,6649,5853,8996,6317,7224,8425,8444
PTCD2,2501,1231,2204,1663,2256,3270,2921,1152,2956,3571,2600,1546
NEXMIF,0,0,0,0,0,0,0,0,0,0,3,0
JKAMP,1606,1296,1353,1089,1200,1371,1566,1353,1522,1750,1507,1209
DKK3,0,0,2,0,0,0,0,0,0,0,0,0
ARHGEF5,23,22,54,79,67,25,16,50,76,39,22,60
NFE2L3,1039,736,921,701,1039,946,1095,727,787,1125,943,836
MCUR1,5068,4663,3958,3975,4330,4663,4588,3108,4230,5448,4489,3482
LIMA1,3383,1619,2420,2312,2001,3238,3351,1547,4053,4178,2805,1987
LETMD1,4268,13930,6865,8041,8444,6647,6170,11011,5937,7813,8723,7269
SLC4A8,94,126,142,127,216,145,98,157,109,144,150,153
LAMC3,24,25,20,15,8,13,2,18,0,12,8,1
PTGER3,3136,3821,3174,3047,2710,3777,2966,2158,3735,4202,2773,2612
TNIP3,3,0,4,4,7,0,0,0,1,0,6,9
MAPK9,3745,4158,3761,3902,4662,4241,3632,3900,3881,4792,3835,3947
COL23A1,3,28,13,37,28,8,8,56,12,34,41,39
BCAR1,1129,1237,1010,1162,1116,1023,906,993,1009,1159,1004,834
FAM160A2,1395,1883,1691,1595,1730,1810,1551,1726,1800,1927,2107,1530
HERPUD1,2117,10107,4611,5222,5665,4828,4610,12684,4013,4964,5432,4423
HOMER3,117,650,210,216,172,147,163,529,138,257,247,310
RAD51,3294,2791,3566,3702,3790,3680,4735,2961,2978,4700,4280,3542
POLQ,1387,1523,2363,1798,2011,1977,1815,2209,2093,2945,2085,2001
PIK3CB,7293,6417,8760,9338,9811,10053,10109,6595,8851,12290,10917,8581
CYBA,6946,4963,5066,4884,4532,5500,6449,4281,5050,6276,4118,3745
THOC3,6993,6262,4225,4047,3959,6083,6585,4530,5580,6327,4508,3193
HEBP2,3098,3797,3121,3313,3903,3284,3401,2866,2393,2915,2358,2303
MPHOSPH9,3017,3873,3758,4217,4635,4593,3956,3803,4770,5772,5049,4589
PLEKHA5,1435,1162,1745,2038,2042,1805,1974,1373,1962,2329,2607,2065
PRSS8,98,1289,384,251,366,583,302,969,356,393,462,323
SIKE1,6238,8613,5398,4222,4632,5863,6650,6629,5748,7698,5375,5377
RRP12,5049,1755,2735,2646,2705,3446,3968,1841,3503,3963,2904,2558
FNIP2,1471,1967,2655,3240,2719,2025,1836,2192,2170,2766,3970,3334
MSMO1,3237,26372,3294,3158,3337,6628,5363,14393,8108,8921,4033,2958
TTC17,3293,12491,5220,5014,7105,5348,4478,11397,5772,6839,7991,5593
ALX4,61,63,200,240,259,208,134,156,187,250,365,329
FSTL4,27,59,55,43,51,47,33,84,22,30,29,54
FOXN3,124,428,134,206,236,233,85,290,128,188,844,249
METTL24,0,0,0,0,0,0,0,0,0,0,0,0
AKR7A2,2078,3568,2747,3187,2768,2880,2684,2531,2335,2936,2882,2604
MRTO4,10860,1656,4330,4241,3737,5092,6827,1694,5540,6287,4531,3789
NNAT,0,0,0,6,0,0,0,0,0,1,0,0
USE1,673,1216,666,735,841,743,788,1034,822,897,971,751
MCF2L2,422,556,489,370,491,468,327,737,408,483,681,501
NRIP2,10,7,1,0,1,1,4,4,2,1,7,4
LAMA3,0,16,0,0,1,0,0,12,15,0,0,5
AP5M1,2786,1036,2258,2104,2268,2588,2230,1355,2495,3348,2563,2370
ANAPC4,3484,1948,2483,2439,2741,3434,3096,1954,3609,4377,5139,3113
KCNQ1,0,0,0,0,0,0,0,3,0,0,0,0
TRAPPC3,4851,3626,3419,3828,3832,3859,4174,3827,3874,4796,4281,3674
THRAP3,14951,13160,11801,11007,11800,14758,17360,10811,17315,17957,13326,12427
PHPT1,1742,2116,1481,1393,1565,1436,1499,1599,1420,1569,1715,1288
ENTPD2,42,61,7,5,7,31,23,32,30,26,18,13
LY75,29,62,71,55,70,70,49,65,36,75,72,33
ARID4B,3062,3893,4614,4282,3895,4735,4108,3630,5095,6485,5031,4188
OPN3,1846,468,979,1046,938,907,1023,618,1154,1216,932,906
SDCCAG8,387,561,834,965,806,1011,734,1036,578,1011,901,691
PTPRN,64,21,74,125,54,29,61,21,85,123,20,216
KIF1B,3966,6590,5395,5473,6696,5811,6323,6785,5816,7321,7516,6206
FOXC1,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D22A,687,693,674,852,731,841,746,787,699,933,877,670
SYNE2,149,312,213,165,306,216,157,196,258,438,478,312
PLEKHH1,311,741,476,463,678,782,446,829,487,607,624,410
ATP9A,75,2,41,70,17,40,43,14,50,45,5,20
SPO11,0,0,0,1,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,0,0,0,0,0,0
CHRDL2,4,7,0,0,0,4,0,11,0,0,0,3
FAM168A,814,1432,1229,1374,1559,1065,1042,1496,986,1631,1606,1398
RELT,1126,1299,1067,935,892,873,911,1076,856,1201,817,960
GALC,956,2630,2151,2761,2850,2008,1827,2921,1955,2131,3289,2504
NOP58,11486,3840,7134,6965,6895,8480,8591,4476,8709,10102,8433,7938
SZRD1,10660,8367,9192,8730,9711,9393,10140,7383,9289,10595,10150,9441
KCNH2,27680,8566,14785,14380,19320,18690,20931,7160,16372,21805,19098,11662
CUL1,9389,2558,6747,6938,7137,8596,8270,4135,8639,10250,8556,7319
FAM114A2,1712,1565,2004,2212,2848,2602,1869,1844,2150,3119,2691,2505
CYFIP2,6,2094,833,1856,3497,451,12,1784,139,643,2110,1342
TAB2,3007,2883,4092,4341,4605,4718,3929,3629,4381,5069,5628,4296
GINM1,1551,2680,2047,2069,2271,2010,1939,2325,1770,2362,2523,2230
EIF2AK2,3166,3026,3514,3557,3583,4285,3858,3178,4236,5096,3741,3074
USP36,3511,4927,2970,3661,3963,2927,3560,5005,2648,2919,3969,3269
KMT2C,5408,8033,6796,7293,7891,7895,6550,7088,6764,8558,9254,7674
MCOLN3,2,50,22,21,24,2,0,29,3,4,13,14
CCDC85A,0,0,1,9,3,2,0,5,0,6,0,0
PUM2,6840,4214,7624,8591,7259,8614,8270,5426,7391,8812,8511,8123
MRPL43,1195,1037,725,789,892,966,1038,919,880,1107,704,749
ITIH4,0,15,2,22,9,13,0,3,0,28,69,1
ITIH1,0,0,0,0,0,0,0,0,0,0,0,0
HPF1,2120,2938,2220,2138,2737,2750,2452,2442,2722,3261,3063,2537
ZFR,10575,9419,10386,10420,10616,11736,11314,9458,10324,12614,11136,10823
ZNF280C,434,1238,763,578,694,690,697,1117,553,768,785,733
NPFFR2,9,17,46,37,37,20,14,28,18,31,53,53
PHF21B,0,0,0,0,1,1,3,0,0,5,0,0
TRAF1,9,3,6,26,14,18,4,4,9,24,25,7
RC3H2,3644,3216,4265,3757,3711,4852,4203,3456,4885,5351,4896,3913
KIFC1,0,0,0,0,0,0,0,0,0,0,0,0
IL17RB,98,56,89,57,109,71,53,40,18,47,31,51
